51;25;4;NULL;gekündigt;2019-07-23;2019-08-07;Besseres Angebot;2022-11-17;1;2022-12-09
52;25;3;3;gekündigt;2020-06-30;2020-07-24;Besseres Angebot;2024-05-09;1;2024-06-11
53;25;5;2;aktiv;2021-04-15;2021-04-21;NULL;NULL;0;NULL
54;26;4;1;aktiv;2019-05-18;2019-06-02;NULL;NULL;0;NULL
55;26;3;1;aktiv;2019-12-22;2019-12-25;NULL;NULL;0;NULL
56;27;3;1;aktiv;2016-07-29;2016-08-06;NULL;NULL;0;NULL
57;27;1;NULL;aktiv;2017-07-16;2017-07-18;NULL;NULL;0;NULL
58;27;5;2;aktiv;2017-12-28;2018-01-21;NULL;NULL;0;NULL
59;28;4;NULL;gekündigt;2017-08-03;2017-08-20;Keine Nutzung mehr;2021-06-11;1;2021-08-10
60;28;2;NULL;gekündigt;2017-11-16;2017-11-24;Schlechter Empfang;2022-03-28;1;2022-04-18
61;28;4;NULL;gekündigt;2017-12-25;2018-01-20;Schlechter Empfang;2019-03-20;1;2019-04-29
62;29;5;NULL;aktiv;2017-07-11;2017-08-03;NULL;NULL;0;NULL
63;29;2;NULL;aktiv;2017-09-10;2017-09-23;NULL;NULL;0;NULL
64;29;3;NULL;aktiv;2018-07-24;2018-08-13;NULL;NULL;0;NULL
65;30;4;1;gekündigt;2018-10-07;2018-10-14;Besseres Angebot;2020-02-10;1;2020-03-24
66;30;3;1;aktiv;2019-08-12;2019-08-25;NULL;NULL;0;NULL
67;30;3;NULL;aktiv;2020-08-05;2020-08-09;NULL;NULL;0;NULL
68;31;3;1;aktiv;2020-03-16;2020-03-24;NULL;NULL;0;NULL
69;32;3;NULL;aktiv;2018-10-10;2018-10-13;NULL;NULL;0;NULL
70;32;3;1;aktiv;2019-07-17;2019-07-17;NULL;NULL;0;NULL
71;33;3;NULL;gekündigt;2022-02-19;2022-03-15;Keine Nutzung mehr;2025-09-08;1;2025-11-04
72;33;3;NULL;aktiv;2022-10-09;2022-10-15;NULL;NULL;0;NULL
73;33;3;NULL;gekündigt;2023-01-21;2023-02-15;Besseres Angebot;2027-07-02;1;2027-07-21
74;34;3;1;aktiv;2022-04-29;2022-05-16;NULL;NULL;0;NULL
75;34;2;NULL;aktiv;2022-09-15;2022-09-28;NULL;NULL;0;NULL
76;34;5;NULL;aktiv;2023-03-02;2023-03-12;NULL;NULL;0;NULL
77;35;5;NULL;aktiv;2015-03-09;2015-03-12;NULL;NULL;0;NULL
78;36;1;2;aktiv;2019-05-04;2019-05-31;NULL;NULL;0;NULL
79;37;2;NULL;gekündigt;2018-02-09;2018-02-22;Unzufriedenheit mit Service;2020-10-27;1;2020-12-01
80;38;2;4;gekündigt;2016-05-24;2016-06-06;Keine Nutzung mehr;2019-11-28;1;2019-12-22
81;38;4;NULL;aktiv;2017-05-23;2017-06-03;NULL;NULL;0;NULL
82;38;3;1;gekündigt;2017-10-02;2017-11-01;Wechsel zum Mitbewerber;2021-10-26;1;2021-11-12
83;39;2;NULL;aktiv;2017-12-08;2017-12-16;NULL;NULL;0;NULL
84;39;2;NULL;aktiv;2018-01-26;2018-02-02;NULL;NULL;0;NULL
85;39;1;NULL;aktiv;2018-05-26;2018-06-08;NULL;NULL;0;NULL
86;40;2;1;aktiv;2020-12-25;2021-01-07;NULL;NULL;0;NULL
87;40;1;1;gekündigt;2021-06-21;2021-07-18;Wechsel zum Mitbewerber;2025-01-02;1;2025-02-23
88;41;4;NULL;aktiv;2021-04-04;2021-04-06;NULL;NULL;0;NULL
89;41;5;NULL;aktiv;2022-02-06;2022-02-14;NULL;NULL;0;NULL
90;42;4;2;gekündigt;2023-01-10;2023-01-19;Umzug ins Ausland;2024-01-20;1;2024-02-24
91;42;3;NULL;aktiv;2023-10-01;2023-10-22;NULL;NULL;0;NULL
92;42;3;2;aktiv;2023-11-07;2023-11-30;NULL;NULL;0;NULL
93;43;2;NULL;gekündigt;2022-08-24;2022-09-16;Keine Nutzung mehr;2026-08-12;1;2026-09-20
94;43;3;NULL;gekündigt;2023-06-13;2023-06-26;Umzug ins Ausland;2027-08-21;1;2027-09-10
95;43;4;2;gekündigt;2023-09-22;2023-10-21;Persönliche Gründe;2025-07-27;1;2025-08-10
96;44;4;4;aktiv;2021-10-14;2021-11-05;NULL;NULL;0;NULL
97;45;5;NULL;aktiv;2016-02-17;2016-03-05;NULL;NULL;0;NULL
98;45;3;3;aktiv;2016-03-23;2016-04-11;NULL;NULL;0;NULL
99;46;1;1;aktiv;2018-12-19;2018-12-23;NULL;NULL;0;NULL
100;47;5;1;aktiv;2022-09-01;2022-09-19;NULL;NULL;0;NULL
101;47;1;1;aktiv;2023-03-09;2023-04-01;NULL;NULL;0;NULL
102;48;5;1;gekündigt;2020-06-13;2020-07-04;Umzug ins Ausland;2021-07-27;1;2021-09-09
103;48;5;1;aktiv;2021-03-02;2021-03-30;NULL;NULL;0;NULL
104;49;5;2;aktiv;2017-03-31;2017-04-04;NULL;NULL;0;NULL
105;49;2;2;aktiv;2017-08-19;2017-08-22;NULL;NULL;0;NULL
106;50;5;NULL;aktiv;2016-04-30;2016-05-15;NULL;NULL;0;NULL
107;51;5;NULL;gekündigt;2016-06-02;2016-06-03;Schlechter Empfang;2019-11-09;1;2019-12-25
108;52;2;3;gekündigt;2021-09-18;2021-09-25;Wechsel zum Mitbewerber;2025-01-03;1;2025-02-14
109;52;5;1;aktiv;2022-01-31;2022-02-03;NULL;NULL;0;NULL
110;52;4;NULL;aktiv;2022-11-18;2022-12-15;NULL;NULL;0;NULL
111;53;5;2;aktiv;2018-04-22;2018-05-03;NULL;NULL;0;NULL
112;54;5;NULL;aktiv;2019-12-24;2020-01-18;NULL;NULL;0;NULL
113;55;1;NULL;aktiv;2020-03-04;2020-03-12;NULL;NULL;0;NULL
114;55;2;NULL;aktiv;2020-04-04;2020-04-16;NULL;NULL;0;NULL
115;55;4;NULL;gekündigt;2020-05-27;2020-06-21;Zu teuer;2021-02-13;1;2021-04-02
116;56;1;NULL;gekündigt;2015-06-03;2015-06-08;Keine Nutzung mehr;2016-11-10;1;2016-12-02
117;56;4;1;aktiv;2016-01-10;2016-01-19;NULL;NULL;0;NULL
118;57;1;2;aktiv;2020-02-29;2020-03-29;NULL;NULL;0;NULL
119;57;2;NULL;aktiv;2020-12-31;2021-01-21;NULL;NULL;0;NULL
120;58;2;1;aktiv;2017-08-26;2017-09-24;NULL;NULL;0;NULL
121;59;2;NULL;aktiv;2019-07-29;2019-08-23;NULL;NULL;0;NULL
122;59;1;NULL;aktiv;2019-12-20;2020-01-02;NULL;NULL;0;NULL
123;59;4;NULL;aktiv;2020-06-19;2020-07-16;NULL;NULL;0;NULL
124;60;5;2;aktiv;2017-01-12;2017-02-11;NULL;NULL;0;NULL
125;60;2;2;aktiv;2017-06-08;2017-06-26;NULL;NULL;0;NULL
126;61;2;NULL;aktiv;2020-02-17;2020-03-18;NULL;NULL;0;NULL
127;61;1;NULL;aktiv;2020-05-14;2020-05-18;NULL;NULL;0;NULL
128;62;1;2;gekündigt;2019-11-04;2019-11-30;Zu teuer;2020-08-27;1;2020-09-16
129;62;5;NULL;aktiv;2020-07-19;2020-08-05;NULL;NULL;0;NULL
130;62;2;NULL;aktiv;2020-09-11;2020-09-11;NULL;NULL;0;NULL
131;63;2;NULL;aktiv;2016-05-14;2016-05-21;NULL;NULL;0;NULL
132;63;2;1;aktiv;2016-07-11;2016-08-06;NULL;NULL;0;NULL
133;64;5;1;gekündigt;2022-07-08;2022-07-17;Besseres Angebot;2026-03-16;1;2026-05-12
134;65;2;1;aktiv;2020-10-20;2020-10-21;NULL;NULL;0;NULL
135;65;2;NULL;aktiv;2021-08-12;2021-08-31;NULL;NULL;0;NULL
136;66;5;NULL;aktiv;2022-09-03;2022-09-15;NULL;NULL;0;NULL
137;67;4;3;aktiv;2017-12-14;2017-12-16;NULL;NULL;0;NULL
138;67;3;NULL;aktiv;2018-02-06;2018-02-13;NULL;NULL;0;NULL
139;67;5;1;gekündigt;2018-09-19;2018-10-05;Umzug ins Ausland;2021-06-07;1;2021-07-17
140;68;2;NULL;aktiv;2019-07-29;2019-08-03;NULL;NULL;0;NULL
141;68;2;1;aktiv;2020-04-26;2020-05-20;NULL;NULL;0;NULL
142;69;2;NULL;aktiv;2019-08-28;2019-09-14;NULL;NULL;0;NULL
143;69;5;NULL;aktiv;2019-10-26;2019-11-18;NULL;NULL;0;NULL
144;69;5;1;aktiv;2020-06-25;2020-06-27;NULL;NULL;0;NULL
145;70;3;NULL;gekündigt;2017-01-17;2017-02-14;Unzufriedenheit mit Service;2021-02-10;1;2021-03-01
146;71;5;NULL;aktiv;2016-12-25;2017-01-19;NULL;NULL;0;NULL
147;72;3;3;aktiv;2019-08-06;2019-08-24;NULL;NULL;0;NULL
148;73;1;NULL;aktiv;2021-04-18;2021-04-19;NULL;NULL;0;NULL
149;73;5;1;aktiv;2021-08-22;2021-08-27;NULL;NULL;0;NULL
150;73;2;2;aktiv;2022-07-04;2022-07-31;NULL;NULL;0;NULL
151;74;1;2;gekündigt;2017-07-16;2017-07-27;Unzufriedenheit mit Service;2019-01-15;1;2019-02-05
152;74;5;NULL;aktiv;2017-12-17;2018-01-07;NULL;NULL;0;NULL
153;75;5;NULL;gekündigt;2015-07-06;2015-07-31;Unzufriedenheit mit Service;2017-06-26;1;2017-08-03
154;76;3;1;gekündigt;2023-02-06;2023-02-11;Unzufriedenheit mit Service;2025-06-25;1;2025-08-10
155;76;1;2;aktiv;2023-11-01;2023-11-28;NULL;NULL;0;NULL
156;76;3;1;aktiv;2024-07-28;2024-08-20;NULL;NULL;0;NULL
157;77;4;NULL;gekündigt;2022-08-13;2022-08-27;Zu teuer;2024-04-14;1;2024-05-07
158;77;5;1;aktiv;2023-01-23;2023-01-23;NULL;NULL;0;NULL
159;78;4;NULL;gekündigt;2021-09-29;2021-10-12;Schlechter Empfang;2023-03-29;1;2023-05-03
160;78;5;NULL;aktiv;2022-05-11;2022-06-09;NULL;NULL;0;NULL
161;78;5;2;aktiv;2023-02-20;2023-03-16;NULL;NULL;0;NULL
162;79;4;NULL;aktiv;2019-03-06;2019-03-21;NULL;NULL;0;NULL
163;79;4;NULL;aktiv;2020-02-27;2020-03-26;NULL;NULL;0;NULL
164;80;2;1;aktiv;2022-11-01;2022-11-19;NULL;NULL;0;NULL
165;81;5;2;aktiv;2017-07-30;2017-08-09;NULL;NULL;0;NULL
166;82;1;NULL;aktiv;2018-07-08;2018-07-23;NULL;NULL;0;NULL
167;82;1;NULL;aktiv;2018-09-14;2018-10-05;NULL;NULL;0;NULL
168;82;2;2;aktiv;2019-05-13;2019-05-22;NULL;NULL;0;NULL
169;83;2;NULL;gekündigt;2021-05-16;2021-06-03;Besseres Angebot;2024-07-31;1;2024-09-12
170;84;5;1;aktiv;2018-12-14;2018-12-27;NULL;NULL;0;NULL
171;84;1;NULL;gekündigt;2019-09-19;2019-10-05;Zu teuer;2023-03-11;1;2023-04-20
172;84;5;NULL;aktiv;2019-10-27;2019-11-22;NULL;NULL;0;NULL
173;85;1;NULL;aktiv;2015-01-05;2015-01-29;NULL;NULL;0;NULL
174;85;2;NULL;gekündigt;2015-09-12;2015-09-25;Umzug ins Ausland;2016-08-07;1;2016-09-23
175;86;5;1;aktiv;2017-10-14;2017-10-15;NULL;NULL;0;NULL
176;87;4;NULL;gekündigt;2023-01-16;2023-02-07;Schlechter Empfang;2025-09-10;1;2025-10-23
177;87;3;NULL;aktiv;2023-06-10;2023-06-16;NULL;NULL;0;NULL
178;88;1;1;gekündigt;2019-07-07;2019-07-20;Unzufriedenheit mit Service;2022-01-10;1;2022-02-17
179;88;1;NULL;aktiv;2019-09-03;2019-09-22;NULL;NULL;0;NULL
180;88;4;NULL;aktiv;2019-11-14;2019-12-09;NULL;NULL;0;NULL
181;89;5;NULL;aktiv;2018-01-15;2018-02-01;NULL;NULL;0;NULL
182;89;5;NULL;aktiv;2018-04-03;2018-04-11;NULL;NULL;0;NULL
183;90;5;NULL;aktiv;2023-04-03;2023-04-12;NULL;NULL;0;NULL
184;91;3;2;aktiv;2016-08-27;2016-09-12;NULL;NULL;0;NULL
185;92;1;5;gekündigt;2018-03-31;2018-04-01;Schlechter Empfang;2020-06-17;1;2020-07-02
186;92;2;NULL;aktiv;2019-02-24;2019-02-25;NULL;NULL;0;NULL
187;92;1;3;gekündigt;2019-10-15;2019-11-04;Keine Nutzung mehr;2023-05-12;1;2023-06-10
188;93;4;NULL;aktiv;2022-09-18;2022-10-08;NULL;NULL;0;NULL
189;93;1;NULL;aktiv;2022-12-28;2023-01-13;NULL;NULL;0;NULL
190;94;1;NULL;aktiv;2017-06-30;2017-07-23;NULL;NULL;0;NULL
191;95;5;NULL;aktiv;2021-10-20;2021-11-14;NULL;NULL;0;NULL
192;95;4;NULL;aktiv;2022-09-19;2022-09-28;NULL;NULL;0;NULL
193;96;3;NULL;aktiv;2020-12-19;2021-01-04;NULL;NULL;0;NULL
194;97;2;NULL;aktiv;2022-07-13;2022-07-31;NULL;NULL;0;NULL
195;97;4;1;gekündigt;2023-02-20;2023-03-21;Keine Nutzung mehr;2026-10-05;1;2026-11-30
196;98;3;1;aktiv;2022-12-12;2022-12-12;NULL;NULL;0;NULL
197;98;1;2;gekündigt;2023-02-17;2023-02-28;Umzug ins Ausland;2025-08-04;1;2025-10-02
198;98;3;1;aktiv;2023-10-04;2023-10-06;NULL;NULL;0;NULL
199;99;3;NULL;aktiv;2015-06-22;2015-07-04;NULL;NULL;0;NULL
200;100;2;2;gekündigt;2021-05-16;2021-05-23;Keine Nutzung mehr;2024-03-01;1;2024-04-12
201;101;1;NULL;aktiv;2020-07-12;2020-07-19;NULL;NULL;0;NULL
202;102;5;1;aktiv;2022-09-23;2022-10-19;NULL;NULL;0;NULL
203;102;1;2;gekündigt;2023-05-08;2023-06-03;Schlechter Empfang;2025-12-18;1;2026-01-06
204;102;5;NULL;gekündigt;2024-03-25;2024-03-31;Umzug ins Ausland;2026-10-16;1;2026-11-09
205;103;3;2;aktiv;2018-05-23;2018-06-10;NULL;NULL;0;NULL
206;103;2;1;aktiv;2018-07-24;2018-07-26;NULL;NULL;0;NULL
207;104;4;NULL;aktiv;2020-07-28;2020-07-31;NULL;NULL;0;NULL
208;104;3;NULL;aktiv;2021-02-27;2021-03-26;NULL;NULL;0;NULL
209;105;5;2;aktiv;2015-05-28;2015-06-11;NULL;NULL;0;NULL
210;105;1;1;gekündigt;2016-02-16;2016-03-07;Besseres Angebot;2016-07-19;1;2016-08-27
211;106;3;NULL;aktiv;2021-08-26;2021-09-22;NULL;NULL;0;NULL
212;106;5;1;gekündigt;2022-05-03;2022-05-19;Schlechter Empfang;2024-06-25;1;2024-08-16
213;107;2;NULL;aktiv;2021-02-23;2021-03-16;NULL;NULL;0;NULL
214;107;3;1;aktiv;2021-09-04;2021-09-04;NULL;NULL;0;NULL
215;108;5;2;aktiv;2015-05-08;2015-05-22;NULL;NULL;0;NULL
216;108;4;NULL;gekündigt;2015-11-20;2015-11-29;Besseres Angebot;2020-09-04;1;2020-10-13
217;109;2;NULL;aktiv;2020-06-05;2020-06-30;NULL;NULL;0;NULL
218;109;2;NULL;aktiv;2021-04-10;2021-04-29;NULL;NULL;0;NULL
219;109;1;NULL;aktiv;2022-02-15;2022-03-06;NULL;NULL;0;NULL
220;110;2;1;aktiv;2015-12-26;2016-01-03;NULL;NULL;0;NULL
221;110;1;NULL;aktiv;2016-06-22;2016-06-30;NULL;NULL;0;NULL
222;110;4;NULL;gekündigt;2017-02-16;2017-03-16;Persönliche Gründe;2019-03-29;1;2019-04-27
223;111;4;1;aktiv;2022-08-12;2022-09-08;NULL;NULL;0;NULL
224;111;4;1;aktiv;2022-10-18;2022-11-01;NULL;NULL;0;NULL
225;111;5;1;aktiv;2023-07-20;2023-08-14;NULL;NULL;0;NULL
226;112;4;NULL;aktiv;2017-08-08;2017-08-28;NULL;NULL;0;NULL
227;112;5;NULL;aktiv;2018-03-10;2018-04-02;NULL;NULL;0;NULL
228;112;1;NULL;aktiv;2018-05-22;2018-06-17;NULL;NULL;0;NULL
229;113;5;1;gekündigt;2016-11-20;2016-12-02;Keine Nutzung mehr;2020-11-03;1;2020-12-30
230;114;1;2;gekündigt;2015-03-10;2015-03-28;Schlechter Empfang;2017-01-19;1;2017-02-16
231;114;3;NULL;aktiv;2015-11-23;2015-11-29;NULL;NULL;0;NULL
232;115;5;1;gekündigt;2020-10-20;2020-11-09;Wechsel zum Mitbewerber;2021-04-24;1;2021-06-07
233;115;4;NULL;aktiv;2021-04-19;2021-04-20;NULL;NULL;0;NULL
234;115;1;NULL;aktiv;2021-07-01;2021-07-25;NULL;NULL;0;NULL
235;116;3;NULL;gekündigt;2016-01-12;2016-01-28;Unzufriedenheit mit Service;2020-11-05;1;2020-12-02
236;116;4;1;gekündigt;2016-08-07;2016-08-22;Unzufriedenheit mit Service;2020-12-24;1;2021-02-20
237;117;3;NULL;gekündigt;2015-12-18;2015-12-31;Zu teuer;2020-05-19;1;2020-06-09
238;118;1;2;aktiv;2021-05-31;2021-06-16;NULL;NULL;0;NULL
239;118;2;NULL;aktiv;2021-09-22;2021-09-23;NULL;NULL;0;NULL
240;118;2;NULL;gekündigt;2022-07-31;2022-08-24;Schlechter Empfang;2025-05-06;1;2025-06-18
241;119;2;NULL;gekündigt;2016-02-24;2016-03-16;Keine Nutzung mehr;2020-03-19;1;2020-04-29
242;119;5;2;aktiv;2016-04-08;2016-04-13;NULL;NULL;0;NULL
243;119;5;1;aktiv;2016-12-24;2016-12-30;NULL;NULL;0;NULL
244;120;2;1;gekündigt;2019-11-22;2019-11-28;Wechsel zum Mitbewerber;2024-06-09;1;2024-08-07
245;120;1;1;aktiv;2020-10-12;2020-11-11;NULL;NULL;0;NULL
246;120;2;NULL;aktiv;2021-08-12;2021-09-03;NULL;NULL;0;NULL
247;121;1;2;gekündigt;2017-04-28;2017-05-07;Besseres Angebot;2020-06-06;1;2020-07-23
248;121;4;1;aktiv;2018-03-29;2018-04-09;NULL;NULL;0;NULL
249;122;3;2;aktiv;2021-11-27;2021-12-16;NULL;NULL;0;NULL
250;123;2;NULL;aktiv;2022-04-23;2022-05-06;NULL;NULL;0;NULL
251;123;5;1;aktiv;2022-10-22;2022-11-11;NULL;NULL;0;NULL
252;123;3;2;gekündigt;2023-01-28;2023-02-19;Umzug ins Ausland;2025-03-22;1;2025-04-12
253;124;2;NULL;aktiv;2019-07-19;2019-08-02;NULL;NULL;0;NULL
254;124;5;3;gekündigt;2020-03-19;2020-04-04;Umzug ins Ausland;2022-09-29;1;2022-11-09
255;124;5;1;aktiv;2020-12-23;2021-01-21;NULL;NULL;0;NULL
256;125;5;1;gekündigt;2020-08-25;2020-09-12;Umzug ins Ausland;2022-09-13;1;2022-10-05
257;126;5;1;gekündigt;2021-09-21;2021-10-04;Unzufriedenheit mit Service;2024-03-10;1;2024-03-24
258;126;2;2;aktiv;2021-12-29;2022-01-08;NULL;NULL;0;NULL
259;127;4;NULL;aktiv;2022-04-17;2022-04-18;NULL;NULL;0;NULL
260;127;4;2;aktiv;2023-01-23;2023-01-24;NULL;NULL;0;NULL
261;127;4;NULL;gekündigt;2023-10-07;2023-11-04;Schlechter Empfang;2027-05-21;1;2027-06-05
262;128;3;NULL;gekündigt;2016-06-14;2016-06-21;Unzufriedenheit mit Service;2018-07-01;1;2018-07-25
263;129;4;NULL;aktiv;2019-12-08;2020-01-03;NULL;NULL;0;NULL
264;129;5;NULL;gekündigt;2020-03-04;2020-03-27;Besseres Angebot;2024-11-17;1;2025-01-04
265;129;1;1;aktiv;2021-01-05;2021-01-15;NULL;NULL;0;NULL
266;130;2;1;aktiv;2022-08-23;2022-08-29;NULL;NULL;0;NULL
267;130;2;1;gekündigt;2022-11-13;2022-12-10;Persönliche Gründe;2023-06-05;1;2023-07-17
268;130;1;NULL;aktiv;2023-06-09;2023-06-13;NULL;NULL;0;NULL
269;131;2;2;aktiv;2022-12-20;2022-12-26;NULL;NULL;0;NULL
270;132;3;NULL;aktiv;2016-05-31;2016-05-31;NULL;NULL;0;NULL
271;132;4;NULL;gekündigt;2017-05-08;2017-05-09;Schlechter Empfang;2018-07-20;1;2018-08-16
272;132;5;1;aktiv;2017-07-07;2017-07-10;NULL;NULL;0;NULL
273;133;5;NULL;gekündigt;2023-01-25;2023-02-06;Persönliche Gründe;2027-06-02;1;2027-07-04
274;133;3;1;aktiv;2023-12-14;2023-12-27;NULL;NULL;0;NULL
275;133;1;NULL;gekündigt;2024-10-02;2024-10-10;Zu teuer;2029-05-05;1;2029-06-14
276;134;2;3;aktiv;2016-02-19;2016-03-03;NULL;NULL;0;NULL
277;134;2;NULL;gekündigt;2016-05-26;2016-06-16;Keine Nutzung mehr;2018-08-14;1;2018-09-12
278;134;2;NULL;aktiv;2017-03-02;2017-03-06;NULL;NULL;0;NULL
279;135;4;2;aktiv;2018-09-07;2018-09-29;NULL;NULL;0;NULL
280;135;1;1;aktiv;2018-11-14;2018-11-18;NULL;NULL;0;NULL
281;135;3;NULL;aktiv;2019-05-05;2019-05-09;NULL;NULL;0;NULL
282;136;5;NULL;gekündigt;2022-06-22;2022-06-27;Wechsel zum Mitbewerber;2027-02-21;1;2027-04-22
283;136;3;1;aktiv;2023-03-13;2023-04-03;NULL;NULL;0;NULL
284;137;2;1;aktiv;2022-03-28;2022-04-26;NULL;NULL;0;NULL
285;137;4;NULL;gekündigt;2022-08-13;2022-08-14;Umzug ins Ausland;2024-08-07;1;2024-09-11
286;138;3;1;aktiv;2017-09-29;2017-10-14;NULL;NULL;0;NULL
287;138;1;1;gekündigt;2017-11-22;2017-12-19;Zu teuer;2022-08-30;1;2022-10-12
288;139;4;1;aktiv;2021-08-09;2021-08-13;NULL;NULL;0;NULL
289;140;2;2;aktiv;2018-06-25;2018-07-20;NULL;NULL;0;NULL
290;141;3;2;gekündigt;2022-06-04;2022-07-04;Wechsel zum Mitbewerber;2024-11-08;1;2024-12-08
291;142;2;NULL;gekündigt;2022-04-06;2022-04-13;Schlechter Empfang;2026-03-04;1;2026-04-06
292;142;1;NULL;aktiv;2022-12-11;2022-12-29;NULL;NULL;0;NULL
293;142;2;NULL;aktiv;2023-01-10;2023-01-28;NULL;NULL;0;NULL
294;143;2;2;aktiv;2019-02-15;2019-03-08;NULL;NULL;0;NULL
295;143;1;NULL;gekündigt;2019-10-30;2019-11-26;Keine Nutzung mehr;2022-03-10;1;2022-03-31
296;143;4;NULL;gekündigt;2020-02-04;2020-02-12;Wechsel zum Mitbewerber;2022-09-06;1;2022-09-25
297;144;3;2;aktiv;2017-09-29;2017-10-01;NULL;NULL;0;NULL
298;144;4;NULL;aktiv;2018-01-07;2018-01-08;NULL;NULL;0;NULL
299;145;2;NULL;gekündigt;2021-07-11;2021-07-30;Umzug ins Ausland;2025-02-19;1;2025-03-05
300;145;3;2;aktiv;2022-03-23;2022-04-17;NULL;NULL;0;NULL
301;145;2;3;aktiv;2023-03-09;2023-03-18;NULL;NULL;0;NULL
