57;2023-03-28;05:05:01.0000000;252
58;2022-07-12;14:04:16.0000000;102
59;2023-09-05;09:34:28.0000000;248
60;2022-02-25;11:40:42.0000000;769
61;2022-05-04;10:43:05.0000000;213
62;2023-01-20;15:39:28.0000000;948
63;2022-05-04;10:30:02.0000000;168
64;2022-01-11;03:35:45.0000000;181
65;2023-06-08;08:44:46.0000000;234
66;2023-11-18;18:19:46.0000000;109
67;2024-05-03;11:08:43.0000000;112
68;2022-01-10;00:43:24.0000000;777
69;2024-08-01;22:25:48.0000000;148
70;2022-02-15;20:41:11.0000000;11
71;2022-04-04;22:27:14.0000000;923
72;2023-07-03;08:55:49.0000000;157
73;2024-10-09;19:35:56.0000000;751
74;2023-08-10;10:57:28.0000000;832
75;2024-07-03;07:20:42.0000000;569
76;2023-03-20;10:35:56.0000000;232
77;2024-04-07;16:10:18.0000000;345
78;2022-12-23;10:03:04.0000000;534
79;2022-02-02;12:06:06.0000000;310
80;2023-02-24;03:46:35.0000000;518
81;2022-03-31;14:00:21.0000000;271
82;2024-08-22;20:44:25.0000000;604
83;2022-10-14;23:20:52.0000000;400
84;2023-06-16;15:48:52.0000000;600
85;2024-08-25;06:45:17.0000000;500
86;2023-09-08;03:15:27.0000000;648
87;2024-12-18;19:47:16.0000000;328
88;2023-08-17;16:25:19.0000000;511
89;2024-12-27;02:23:26.0000000;635
90;2024-12-28;11:59:19.0000000;56
91;2022-11-25;09:23:37.0000000;391
92;2022-09-07;14:16:11.0000000;688
93;2022-02-17;01:56:38.0000000;253
94;2023-08-30;01:13:03.0000000;415
95;2024-10-06;21:44:54.0000000;590
96;2023-07-29;04:21:28.0000000;334
97;2022-07-05;08:54:48.0000000;458
98;2023-01-01;14:54:20.0000000;351
99;2022-07-13;02:03:35.0000000;65
100;2024-08-18;01:23:21.0000000;654
101;2022-08-13;02:24:45.0000000;260
102;2024-09-23;08:22:10.0000000;77
103;2022-04-19;01:27:03.0000000;945
104;2023-07-05;12:51:26.0000000;931
105;2022-04-04;16:05:24.0000000;141
106;2023-05-01;13:34:31.0000000;60
107;2022-02-11;14:19:04.0000000;914
108;2023-11-20;05:46:32.0000000;786
109;2022-09-04;06:00:22.0000000;778
110;2024-10-11;10:41:45.0000000;790
111;2022-10-03;01:30:05.0000000;490
112;2023-09-03;09:05:09.0000000;6
113;2024-07-15;00:13:18.0000000;579
114;2023-04-19;00:25:50.0000000;249
115;2024-03-08;02:51:27.0000000;291
116;2023-12-14;14:40:56.0000000;182
117;2024-06-16;18:55:27.0000000;336
118;2024-11-23;12:21:21.0000000;442
119;2024-05-04;08:57:15.0000000;794
120;2023-02-19;03:21:37.0000000;856
121;2022-05-16;14:07:23.0000000;114
122;2024-04-23;12:30:01.0000000;995
123;2024-12-30;23:49:36.0000000;387
124;2023-06-11;08:56:56.0000000;706
125;2024-04-02;18:34:54.0000000;146
126;2024-12-16;03:50:15.0000000;334
127;2023-12-31;09:53:32.0000000;390
128;2023-12-01;09:59:26.0000000;582
129;2024-11-13;22:20:00.0000000;661
130;2022-03-31;14:15:02.0000000;389
131;2023-10-07;10:53:27.0000000;27
132;2024-11-22;23:26:38.0000000;28
133;2024-09-08;18:27:19.0000000;877
134;2023-01-13;09:49:50.0000000;251
135;2023-11-09;17:57:33.0000000;410
136;2024-01-21;14:16:02.0000000;753
137;2024-01-14;04:35:34.0000000;463
138;2022-08-10;20:50:21.0000000;942
139;2023-05-21;09:42:14.0000000;883
140;2022-10-08;16:44:08.0000000;496
141;2024-10-01;04:03:20.0000000;482
142;2023-08-18;15:07:55.0000000;544
143;2024-01-02;07:14:22.0000000;284
144;2023-06-12;03:33:50.0000000;949
145;2023-09-28;15:49:39.0000000;844
146;2023-07-12;20:02:02.0000000;705
147;2023-04-21;06:33:19.0000000;392
148;2022-06-16;00:25:23.0000000;645
149;2022-12-23;23:34:16.0000000;563
150;2022-07-28;05:16:17.0000000;968
151;2022-10-18;23:36:34.0000000;988
152;2023-10-22;19:39:32.0000000;658
153;2024-11-09;23:49:37.0000000;643
154;2023-03-18;19:47:56.0000000;884
155;2022-09-24;02:12:33.0000000;711
156;2024-11-21;06:28:36.0000000;505
157;2022-09-04;06:20:19.0000000;21
158;2022-11-27;21:35:51.0000000;341
159;2023-07-04;04:42:31.0000000;175
160;2024-05-21;04:01:08.0000000;602
161;2023-03-31;00:41:38.0000000;183
162;2022-03-10;23:35:48.0000000;912
163;2024-01-16;19:55:33.0000000;86
164;2023-11-16;20:06:23.0000000;626
165;2022-11-23;15:11:54.0000000;492
166;2024-12-01;17:08:59.0000000;434
167;2024-02-13;12:45:59.0000000;532
168;2024-04-15;11:20:08.0000000;717
169;2022-04-03;12:39:52.0000000;370
170;2023-05-15;15:50:40.0000000;466
171;2023-03-24;03:29:05.0000000;102
172;2023-12-26;18:46:51.0000000;505
173;2024-06-09;19:12:23.0000000;100
174;2022-03-19;00:51:28.0000000;359
175;2024-11-08;00:07:02.0000000;735
176;2024-02-20;14:54:37.0000000;874
177;2022-04-22;15:17:35.0000000;194
178;2022-05-09;11:26:53.0000000;497
179;2023-05-11;02:42:19.0000000;713
180;2024-11-24;02:18:04.0000000;700
181;2024-02-10;08:17:46.0000000;954
182;2022-08-15;22:56:51.0000000;761
183;2022-01-12;17:08:36.0000000;526
184;2024-05-10;07:21:45.0000000;522
185;2024-11-01;01:27:27.0000000;789
186;2024-09-19;14:47:44.0000000;831
187;2022-08-10;04:58:21.0000000;418
188;2023-08-30;21:41:08.0000000;509
189;2024-05-07;17:32:37.0000000;832
190;2024-10-07;14:45:33.0000000;525
191;2022-04-19;05:16:59.0000000;571
192;2022-12-25;08:29:34.0000000;263
193;2022-08-10;22:41:51.0000000;436
194;2024-12-24;03:41:38.0000000;781
195;2022-01-07;00:40:34.0000000;942
196;2024-01-26;18:50:59.0000000;187
197;2023-08-03;12:08:15.0000000;885
198;2022-10-25;12:05:03.0000000;435
199;2022-06-03;23:45:58.0000000;157
200;2023-04-19;10:32:31.0000000;352
201;2022-02-05;06:13:03.0000000;632
202;2024-02-25;08:26:06.0000000;932
203;2023-06-11;16:44:49.0000000;293
204;2022-07-07;09:42:37.0000000;835
205;2023-10-12;15:58:15.0000000;730
206;2023-12-10;12:28:49.0000000;600
207;2022-11-02;11:29:58.0000000;289
208;2023-09-04;08:45:09.0000000;383
209;2023-03-21;05:54:38.0000000;493
210;2022-07-27;21:37:00.0000000;431
211;2023-09-24;12:51:23.0000000;650
212;2022-07-07;02:41:52.0000000;496
213;2024-01-17;19:31:14.0000000;436
214;2022-07-08;21:31:45.0000000;420
215;2024-11-22;08:30:25.0000000;152
216;2022-11-29;23:49:44.0000000;448
217;2023-04-29;02:44:54.0000000;225
218;2024-10-05;03:46:40.0000000;192
219;2022-09-14;20:22:35.0000000;283
220;2022-06-23;14:41:52.0000000;575
221;2022-07-12;14:06:55.0000000;352
222;2023-07-26;19:29:38.0000000;564
223;2023-01-02;09:12:03.0000000;723
224;2024-05-18;18:46:19.0000000;899
225;2024-08-18;21:12:21.0000000;391
226;2024-03-01;21:32:59.0000000;394
227;2024-10-09;11:52:32.0000000;133
228;2022-08-28;13:44:38.0000000;624
229;2022-01-02;07:12:33.0000000;237
230;2023-08-23;22:21:34.0000000;946
231;2024-01-22;18:33:54.0000000;983
232;2024-10-04;13:37:18.0000000;1003
233;2022-02-07;16:06:01.0000000;386
234;2022-01-10;18:40:19.0000000;445
235;2023-03-02;10:06:21.0000000;242
236;2022-02-10;07:34:39.0000000;317
237;2023-07-18;15:39:07.0000000;866
238;2023-10-30;01:58:34.0000000;674
239;2022-07-22;04:04:27.0000000;453
240;2022-01-29;04:07:08.0000000;978
241;2022-05-30;10:37:39.0000000;268
242;2022-11-17;14:52:04.0000000;68
243;2024-02-17;09:32:44.0000000;324
244;2022-06-10;12:48:51.0000000;356
245;2023-06-23;10:01:21.0000000;301
246;2024-04-04;05:49:17.0000000;323
247;2024-10-14;09:55:31.0000000;955
248;2022-06-02;21:26:54.0000000;144
249;2023-08-21;12:19:45.0000000;944
250;2024-01-16;22:08:28.0000000;259
251;2023-01-15;15:45:20.0000000;51
252;2024-06-13;14:27:02.0000000;591
253;2024-03-18;12:28:14.0000000;684
254;2023-10-09;01:20:59.0000000;727
255;2022-10-20;20:38:46.0000000;249
256;2024-01-06;02:15:57.0000000;740
257;2023-11-27;02:41:19.0000000;962
258;2022-08-11;17:32:17.0000000;76
259;2022-05-12;19:21:46.0000000;473
260;2024-06-23;16:22:07.0000000;600
261;2022-12-16;01:12:47.0000000;645
262;2023-03-19;21:59:24.0000000;933
263;2022-11-24;16:24:14.0000000;805
264;2024-09-22;09:24:07.0000000;426
265;2024-09-30;16:39:45.0000000;385
266;2024-07-15;03:31:11.0000000;859
267;2022-06-11;02:31:12.0000000;1011
268;2023-03-05;07:21:03.0000000;280
269;2024-05-21;05:08:48.0000000;921
270;2022-05-19;11:52:19.0000000;664
271;2024-03-28;19:39:57.0000000;866
272;2023-06-04;17:21:12.0000000;19
273;2022-05-10;01:38:49.0000000;438
274;2023-11-29;05:01:18.0000000;658
275;2024-11-16;10:48:47.0000000;304
276;2022-02-11;15:22:24.0000000;869
277;2022-04-03;10:19:59.0000000;155
278;2022-09-29;08:41:40.0000000;829
279;2023-03-14;19:57:23.0000000;776
280;2023-01-29;12:20:53.0000000;66
281;2024-07-12;23:43:59.0000000;202
282;2023-11-21;19:35:43.0000000;95
283;2023-04-18;10:13:11.0000000;683
284;2023-02-24;03:04:39.0000000;391
285;2022-05-12;16:42:42.0000000;459
286;2024-04-19;14:19:53.0000000;522
287;2023-12-20;07:29:11.0000000;549
288;2023-06-17;06:45:01.0000000;380
289;2023-05-29;03:34:23.0000000;938
290;2024-02-20;18:38:47.0000000;602
291;2024-10-17;06:39:04.0000000;767
292;2022-03-09;20:35:04.0000000;975
293;2022-11-15;00:24:48.0000000;63
294;2022-08-30;11:47:06.0000000;701
295;2022-02-13;23:49:49.0000000;947
296;2022-09-01;04:20:48.0000000;644
297;2023-05-22;13:44:56.0000000;80
298;2024-11-13;10:30:57.0000000;695
299;2024-01-31;07:54:01.0000000;457
300;2022-05-31;19:30:29.0000000;631
301;2024-06-16;03:18:19.0000000;71
302;2024-11-07;03:49:24.0000000;142
303;2022-03-19;11:45:49.0000000;479
304;2023-12-26;05:48:57.0000000;183
305;2023-03-08;17:21:22.0000000;232
306;2024-04-13;13:19:19.0000000;767
307;2022-06-21;02:41:11.0000000;861
308;2024-12-24;13:52:08.0000000;360
309;2023-03-21;03:48:20.0000000;772
310;2024-09-02;00:08:02.0000000;922
311;2023-12-02;01:06:42.0000000;581
312;2022-06-04;08:47:13.0000000;821
313;2024-09-01;20:23:43.0000000;936
314;2022-02-13;04:09:22.0000000;61
315;2024-11-06;20:45:41.0000000;83
316;2022-03-30;03:00:38.0000000;426
317;2023-07-20;18:20:56.0000000;873
318;2023-06-28;19:15:15.0000000;92
319;2024-12-06;16:57:35.0000000;993
320;2022-11-30;13:25:45.0000000;343
321;2022-09-11;21:46:39.0000000;394
322;2023-10-23;11:52:20.0000000;736
323;2023-08-20;17:06:48.0000000;726
324;2022-08-03;07:14:11.0000000;785
325;2022-03-22;21:51:12.0000000;288
326;2022-01-25;21:13:55.0000000;827
327;2024-10-08;21:04:37.0000000;277
328;2022-07-02;23:50:42.0000000;170
329;2022-10-27;09:44:27.0000000;596
330;2023-09-28;05:13:25.0000000;26
331;2024-06-08;05:00:05.0000000;441
332;2024-07-10;10:05:52.0000000;529
333;2022-08-12;19:37:35.0000000;366
334;2024-08-30;00:38:35.0000000;454
335;2023-09-27;20:11:11.0000000;828
336;2024-11-16;00:25:02.0000000;491
337;2024-01-19;09:28:26.0000000;772
338;2022-08-28;04:41:03.0000000;985
339;2024-04-13;05:44:40.0000000;617
340;2023-07-15;20:45:28.0000000;653
341;2022-12-14;12:04:06.0000000;657
342;2023-06-16;11:59:08.0000000;324
343;2024-02-19;14:38:01.0000000;947
344;2024-03-25;22:31:51.0000000;761
345;2023-01-28;15:59:27.0000000;453
346;2022-12-19;23:50:27.0000000;29
347;2022-09-09;03:30:04.0000000;856
348;2024-06-22;17:12:50.0000000;409
349;2024-02-19;04:47:42.0000000;251
350;2023-10-08;20:46:55.0000000;687
351;2022-01-21;01:46:03.0000000;447
352;2024-02-05;03:20:56.0000000;651
353;2024-06-07;09:58:30.0000000;935
354;2022-02-04;05:28:34.0000000;272
355;2022-06-18;09:09:49.0000000;296
356;2022-05-03;22:50:13.0000000;471
357;2024-05-29;20:39:17.0000000;471
358;2023-09-17;15:11:05.0000000;672
359;2023-11-23;13:13:25.0000000;323
360;2024-01-13;07:36:56.0000000;985
361;2024-10-15;13:08:20.0000000;176
362;2024-12-22;11:05:07.0000000;260
363;2022-08-13;04:22:27.0000000;458
364;2022-11-05;08:43:45.0000000;693
365;2022-01-26;04:42:19.0000000;507
366;2024-12-13;20:55:03.0000000;419
367;2024-07-27;20:09:46.0000000;932
368;2023-10-06;05:35:09.0000000;4
369;2022-05-08;11:04:22.0000000;754
370;2022-07-04;03:36:39.0000000;433
371;2024-03-08;19:01:02.0000000;607
372;2023-03-31;23:46:59.0000000;127
373;2022-09-12;22:52:06.0000000;503
374;2024-09-17;06:46:03.0000000;209
375;2024-05-03;00:54:53.0000000;425
376;2022-04-29;19:58:49.0000000;726
377;2024-08-03;17:58:12.0000000;982
378;2024-02-19;17:11:14.0000000;962
379;2024-07-24;22:49:10.0000000;606
380;2022-12-18;20:29:42.0000000;679
381;2022-06-17;13:02:29.0000000;300
382;2022-06-30;18:03:19.0000000;33
383;2022-12-12;11:11:50.0000000;232
384;2024-01-26;00:18:59.0000000;481
385;2022-06-24;22:32:03.0000000;259
386;2023-11-25;09:06:00.0000000;219
387;2024-01-03;14:20:45.0000000;721
388;2023-12-10;03:40:44.0000000;909
389;2022-04-08;10:31:31.0000000;780
390;2024-04-09;08:07:12.0000000;466
391;2024-03-14;01:56:45.0000000;304
392;2023-09-23;01:16:53.0000000;570
393;2023-05-25;03:45:22.0000000;237
394;2024-01-13;14:34:36.0000000;360
395;2024-12-22;04:12:34.0000000;863
396;2022-06-15;12:31:00.0000000;624
397;2024-05-05;09:40:52.0000000;621
398;2023-10-29;18:43:18.0000000;87
399;2022-11-13;12:10:12.0000000;20
400;2023-11-09;09:01:55.0000000;426
401;2024-11-27;21:10:21.0000000;122
402;2022-10-08;10:22:02.0000000;496
403;2022-02-21;20:50:43.0000000;930
404;2022-02-22;16:12:54.0000000;82
405;2024-06-21;02:09:57.0000000;992
406;2022-06-28;00:54:26.0000000;862
407;2023-07-25;01:21:09.0000000;449
408;2024-07-26;07:04:28.0000000;982
409;2022-04-22;19:40:34.0000000;78
410;2022-05-18;00:18:28.0000000;663
411;2023-01-31;16:47:53.0000000;885
412;2023-01-17;15:18:03.0000000;970
413;2022-04-12;00:46:59.0000000;896
414;2022-07-13;23:21:40.0000000;638
415;2024-11-02;22:26:47.0000000;990
416;2024-02-13;02:21:15.0000000;313
417;2022-12-03;14:35:37.0000000;436
418;2022-11-17;20:32:54.0000000;30
419;2023-01-08;07:43:36.0000000;665
420;2023-04-14;00:51:13.0000000;950
421;2022-10-31;14:39:23.0000000;50
422;2022-12-01;19:38:42.0000000;18
423;2023-04-14;14:52:33.0000000;629
424;2024-09-08;06:44:12.0000000;749
425;2022-04-06;00:54:52.0000000;102
426;2023-02-14;04:57:46.0000000;677
427;2023-10-08;23:05:25.0000000;985
428;2022-05-06;14:03:37.0000000;772
429;2024-07-23;17:48:06.0000000;828
430;2024-08-17;04:42:04.0000000;556
431;2022-01-30;01:57:54.0000000;8
432;2022-05-22;22:06:25.0000000;854
433;2022-06-10;19:35:09.0000000;487
434;2024-04-14;04:44:42.0000000;988
435;2022-03-31;12:25:03.0000000;28
436;2022-02-01;07:50:02.0000000;394
437;2023-09-30;18:00:47.0000000;850
438;2023-09-09;03:29:28.0000000;676
439;2024-06-24;09:38:24.0000000;117
440;2023-11-22;06:37:23.0000000;205
441;2024-02-06;13:53:44.0000000;172
442;2024-05-03;20:24:38.0000000;463
443;2024-07-10;18:36:54.0000000;190
444;2023-04-28;11:32:06.0000000;470
445;2023-03-26;05:00:42.0000000;790
446;2023-08-05;19:10:48.0000000;463
447;2023-09-05;11:19:12.0000000;931
448;2024-01-01;01:59:06.0000000;654
449;2022-05-05;07:06:31.0000000;912
450;2024-04-02;18:42:10.0000000;828
451;2023-09-13;12:04:09.0000000;35
452;2023-10-19;16:31:45.0000000;206
453;2023-09-27;20:49:07.0000000;193
454;2023-05-16;21:38:14.0000000;915
455;2022-04-06;20:13:45.0000000;125
456;2024-02-01;11:23:18.0000000;661
457;2022-03-28;13:48:37.0000000;719
458;2024-05-17;20:32:50.0000000;191
459;2023-07-22;14:06:54.0000000;159
460;2022-03-03;23:14:58.0000000;605
461;2024-11-10;14:03:07.0000000;274
462;2022-07-21;05:00:33.0000000;9
463;2024-03-19;03:34:32.0000000;462
464;2024-07-03;14:09:00.0000000;908
465;2022-08-04;17:23:17.0000000;412
466;2023-03-20;10:16:44.0000000;292
467;2024-12-21;14:10:08.0000000;935
468;2023-04-26;07:08:37.0000000;847
469;2023-06-14;14:20:45.0000000;264
470;2023-05-08;02:05:40.0000000;424
471;2023-01-13;03:11:37.0000000;146
472;2024-07-18;22:46:11.0000000;406
473;2023-05-28;19:37:14.0000000;737
474;2024-10-19;14:02:47.0000000;747
475;2022-07-26;02:00:16.0000000;371
476;2024-06-08;15:49:01.0000000;707
477;2023-08-12;17:55:18.0000000;793
478;2022-12-28;05:27:31.0000000;777
479;2023-01-06;18:11:33.0000000;266
480;2023-02-07;16:57:20.0000000;111
481;2023-01-08;10:19:17.0000000;659
482;2023-06-18;14:45:28.0000000;960
483;2022-06-17;19:13:01.0000000;839
484;2024-10-30;03:03:58.0000000;191
485;2023-08-03;23:10:26.0000000;535
486;2022-12-10;10:08:28.0000000;509
487;2024-01-01;16:11:28.0000000;683
488;2024-06-21;16:37:45.0000000;633
489;2024-09-20;12:56:35.0000000;808
490;2023-12-26;21:24:14.0000000;878
491;2022-06-22;12:28:11.0000000;949
492;2022-10-03;16:38:09.0000000;847
493;2022-08-27;23:52:40.0000000;271
494;2024-03-30;23:07:36.0000000;198
495;2022-01-05;14:14:57.0000000;415
496;2022-06-12;20:19:13.0000000;310
497;2024-09-11;16:47:56.0000000;46
498;2024-07-13;19:46:00.0000000;44
499;2023-11-08;15:06:42.0000000;384
500;2022-04-28;08:55:48.0000000;127
501;2024-03-14;15:38:51.0000000;669
502;2022-03-14;02:39:38.0000000;94
503;2022-04-16;08:22:37.0000000;813
504;2023-04-22;03:11:34.0000000;150
505;2024-12-10;22:01:47.0000000;868
506;2023-04-11;05:25:24.0000000;982
507;2023-01-13;12:09:00.0000000;372
508;2022-10-10;19:56:48.0000000;837
509;2022-12-19;04:39:59.0000000;981
510;2023-10-15;13:25:50.0000000;437
511;2024-09-07;14:38:51.0000000;796
512;2024-09-04;09:15:35.0000000;670
513;2023-03-16;17:57:20.0000000;373
514;2024-09-19;13:53:20.0000000;479
515;2022-12-24;11:26:14.0000000;178
516;2023-01-11;04:09:27.0000000;184
517;2022-04-09;00:58:38.0000000;928
518;2024-10-08;06:45:49.0000000;412
519;2024-05-14;04:48:59.0000000;963
520;2022-09-18;23:10:19.0000000;252
521;2023-10-01;15:06:02.0000000;877
522;2024-07-04;01:32:14.0000000;542
523;2024-05-03;11:15:04.0000000;995
524;2023-09-19;18:14:26.0000000;171
525;2022-12-17;19:12:11.0000000;410
526;2023-01-26;09:09:35.0000000;357
527;2022-05-03;05:41:31.0000000;952
528;2023-06-15;15:02:04.0000000;324
529;2022-12-07;00:34:02.0000000;405
530;2022-05-30;16:42:33.0000000;623
531;2022-06-19;01:58:52.0000000;609
532;2022-05-12;21:38:38.0000000;747
533;2024-08-07;12:55:02.0000000;811
534;2022-12-14;20:26:45.0000000;394
535;2022-12-30;14:51:33.0000000;938
536;2022-07-10;23:22:27.0000000;83
537;2024-11-05;05:10:32.0000000;406
538;2023-09-04;04:18:49.0000000;203
539;2022-12-29;19:33:03.0000000;269
540;2023-12-19;10:59:46.0000000;16
541;2024-09-24;22:22:46.0000000;632
542;2024-06-01;02:51:15.0000000;476
543;2023-02-10;02:52:55.0000000;49
544;2024-04-01;07:08:27.0000000;686
545;2022-07-29;20:34:56.0000000;991
546;2024-10-25;05:24:46.0000000;620
547;2023-05-19;00:13:50.0000000;487
548;2022-05-28;09:49:25.0000000;387
549;2022-02-21;16:07:09.0000000;942
550;2022-05-16;07:16:41.0000000;210
551;2023-12-28;17:13:29.0000000;678
552;2024-12-18;23:10:41.0000000;18
553;2024-01-16;04:52:59.0000000;806
554;2022-04-04;20:11:58.0000000;936
555;2022-07-23;02:17:12.0000000;122
556;2023-09-20;23:01:12.0000000;294
557;2023-05-19;19:46:57.0000000;444
558;2023-07-28;11:59:15.0000000;830
559;2024-09-04;02:07:01.0000000;20
560;2024-01-29;22:58:54.0000000;625
561;2022-07-24;17:21:24.0000000;945
562;2022-10-07;22:32:59.0000000;690
563;2024-03-02;08:37:29.0000000;345
564;2023-04-17;18:39:06.0000000;772
565;2024-01-22;03:02:06.0000000;243
566;2022-02-02;16:59:07.0000000;504
567;2023-08-10;09:48:42.0000000;553
568;2024-02-04;04:17:27.0000000;1004
569;2024-02-26;17:58:10.0000000;509
570;2022-02-20;11:21:52.0000000;285
571;2022-12-20;21:16:03.0000000;84
572;2022-09-30;23:54:55.0000000;962
573;2023-11-26;01:20:39.0000000;166
574;2022-12-31;11:09:32.0000000;167
575;2022-07-15;09:37:19.0000000;491
576;2024-09-15;12:55:40.0000000;903
577;2024-05-05;12:49:10.0000000;565
578;2023-05-17;09:21:47.0000000;494
579;2023-04-17;23:11:15.0000000;403
580;2024-01-01;01:46:16.0000000;517
581;2023-10-03;02:59:43.0000000;234
582;2024-11-12;19:43:00.0000000;933
583;2022-10-20;03:54:22.0000000;632
584;2023-10-26;09:51:13.0000000;819
585;2023-06-03;04:05:33.0000000;878
586;2022-11-24;14:56:58.0000000;804
587;2024-10-04;02:22:37.0000000;132
588;2024-07-27;19:39:38.0000000;33
589;2022-03-13;20:03:22.0000000;67
590;2022-05-13;07:37:32.0000000;202
591;2024-10-22;11:10:37.0000000;925
592;2023-09-09;20:46:48.0000000;291
593;2024-04-20;13:35:41.0000000;321
594;2023-08-10;07:15:31.0000000;922
595;2024-04-01;19:48:18.0000000;493
596;2023-06-02;11:37:35.0000000;711
597;2023-08-04;07:58:07.0000000;425
598;2022-12-01;03:33:17.0000000;858
599;2024-06-14;12:57:38.0000000;370
600;2022-05-19;19:38:57.0000000;147
601;2022-12-29;18:31:45.0000000;758
602;2023-06-29;10:35:34.0000000;210
603;2024-03-22;06:17:11.0000000;363
604;2024-09-05;12:41:34.0000000;215
605;2023-09-10;06:11:35.0000000;279
606;2024-06-26;07:16:04.0000000;273
607;2023-12-18;14:38:35.0000000;183
608;2022-11-29;05:04:21.0000000;248
609;2023-05-30;18:16:57.0000000;642
610;2024-10-16;07:44:43.0000000;161
611;2022-11-30;15:24:51.0000000;188
612;2022-05-28;10:11:55.0000000;763
613;2024-04-14;22:04:50.0000000;578
614;2024-01-02;23:21:09.0000000;862
615;2024-04-14;21:35:05.0000000;548
616;2023-07-10;02:37:05.0000000;251
617;2022-03-13;07:11:29.0000000;409
618;2023-04-16;19:03:37.0000000;1002
619;2024-02-09;01:06:50.0000000;517
620;2023-04-22;13:50:45.0000000;669
621;2023-10-15;16:02:24.0000000;40
622;2022-03-18;05:38:30.0000000;16
623;2022-10-04;14:59:54.0000000;766
624;2024-01-23;14:23:06.0000000;369
625;2023-07-06;16:03:11.0000000;996
626;2022-08-26;22:00:55.0000000;900
627;2022-11-04;00:21:16.0000000;886
628;2022-12-23;17:44:11.0000000;228
629;2022-03-15;03:25:04.0000000;720
630;2022-04-12;02:10:56.0000000;715
631;2023-09-06;20:33:08.0000000;393
632;2024-01-16;02:29:02.0000000;266
633;2024-05-13;21:24:12.0000000;441
634;2023-12-03;06:23:10.0000000;497
635;2024-12-02;20:35:11.0000000;227
636;2023-02-21;16:21:58.0000000;769
637;2023-09-28;01:49:28.0000000;699
638;2023-04-30;10:44:50.0000000;328
639;2022-02-07;17:02:32.0000000;653
640;2024-06-21;21:21:35.0000000;237
641;2022-04-24;17:29:38.0000000;710
642;2022-11-15;05:46:48.0000000;65
643;2023-01-11;23:48:08.0000000;227
644;2023-08-29;15:00:18.0000000;102
645;2023-04-02;23:05:08.0000000;413
646;2024-11-03;10:49:53.0000000;89
647;2022-12-05;08:16:04.0000000;303
648;2022-10-21;03:32:47.0000000;380
649;2023-05-24;02:00:45.0000000;910
650;2022-02-13;16:49:30.0000000;261
651;2024-10-03;06:26:28.0000000;165
652;2023-01-27;00:19:01.0000000;434
653;2022-05-30;05:14:45.0000000;136
654;2022-04-24;11:47:29.0000000;95
655;2023-08-16;12:15:17.0000000;680
656;2023-06-28;12:14:17.0000000;670
657;2022-04-10;16:04:12.0000000;405
658;2023-07-08;10:08:10.0000000;360
659;2023-06-27;05:47:59.0000000;556
660;2024-07-19;05:50:44.0000000;250
661;2024-09-02;04:28:37.0000000;627
662;2023-08-11;17:30:26.0000000;873
663;2022-02-28;12:58:00.0000000;206
664;2022-07-18;06:44:18.0000000;545
665;2022-08-20;12:16:05.0000000;271
666;2023-11-02;17:27:09.0000000;144
