220;2022-08-17;23:01:31.0000000;2400;407
221;2023-06-16;01:01:51.0000000;2980;645
222;2022-08-01;14:00:56.0000000;1953;823
223;2022-11-11;19:08:48.0000000;2695;416
224;2022-03-31;17:59:30.0000000;942;16
225;2024-10-03;03:49:44.0000000;1977;318
226;2022-08-18;06:36:48.0000000;2586;754
227;2024-07-18;08:50:39.0000000;3455;341
228;2023-08-23;15:08:35.0000000;3375;897
229;2023-12-14;04:49:32.0000000;2355;837
230;2022-10-21;00:49:06.0000000;87;770
231;2023-12-10;09:20:22.0000000;1725;877
232;2023-11-17;00:16:31.0000000;2838;731
233;2022-06-09;20:05:57.0000000;2065;279
234;2023-02-28;19:33:28.0000000;1941;56
235;2022-07-29;01:22:37.0000000;575;428
236;2022-05-04;04:55:58.0000000;2307;616
237;2024-11-24;07:42:14.0000000;1969;113
238;2024-05-31;04:56:15.0000000;1295;320
239;2022-09-26;02:40:19.0000000;2193;174
240;2023-12-07;02:05:23.0000000;1461;273
241;2024-02-03;16:14:54.0000000;1993;705
242;2023-01-10;07:30:53.0000000;1019;515
243;2023-07-16;06:05:24.0000000;1232;99
244;2023-01-30;22:01:09.0000000;1229;29
245;2023-06-28;08:49:36.0000000;859;823
246;2024-01-01;11:33:11.0000000;1975;247
247;2023-06-10;09:13:15.0000000;3267;218
248;2023-10-22;04:51:07.0000000;509;568
249;2024-08-21;10:07:08.0000000;2234;147
250;2023-02-18;02:09:44.0000000;1626;560
251;2023-10-28;20:54:49.0000000;3176;304
252;2022-09-19;10:51:28.0000000;182;513
253;2023-05-09;06:23:23.0000000;2935;502
254;2024-04-15;09:06:49.0000000;1821;250
255;2023-03-28;15:45:40.0000000;1972;206
256;2024-03-12;06:55:00.0000000;3401;183
257;2023-03-15;02:33:42.0000000;2312;433
258;2022-08-02;19:59:33.0000000;457;545
259;2022-03-13;23:14:21.0000000;2413;405
260;2022-03-17;21:57:48.0000000;217;951
261;2023-03-31;13:05:40.0000000;2623;144
262;2023-07-31;16:30:30.0000000;420;23
263;2024-04-16;09:07:10.0000000;2948;944
264;2023-11-18;07:00:21.0000000;2800;159
265;2022-06-10;16:13:15.0000000;2264;48
266;2022-10-06;23:53:51.0000000;2684;260
267;2023-12-30;05:07:37.0000000;2674;237
268;2023-12-22;11:51:39.0000000;1186;833
269;2023-08-12;05:55:59.0000000;2655;652
270;2024-09-21;13:55:14.0000000;3158;970
271;2024-07-10;13:10:11.0000000;2361;160
272;2024-07-03;17:05:23.0000000;3035;957
273;2022-06-17;12:12:05.0000000;727;500
274;2024-10-01;05:29:06.0000000;3440;187
275;2024-11-27;11:35:09.0000000;158;800
276;2022-10-07;05:41:47.0000000;2039;172
277;2022-05-01;12:45:10.0000000;3077;579
278;2022-09-10;18:22:56.0000000;163;965
279;2023-03-25;15:59:10.0000000;2336;451
280;2023-09-08;01:00:22.0000000;1382;244
281;2023-05-30;01:25:09.0000000;2636;517
282;2022-11-24;07:07:19.0000000;2033;458
283;2022-02-27;16:04:10.0000000;2075;967
284;2024-10-25;02:58:10.0000000;799;158
285;2022-03-27;03:59:52.0000000;675;359
286;2024-03-07;06:05:32.0000000;1063;224
287;2023-03-22;07:42:14.0000000;3027;527
288;2022-06-02;09:53:25.0000000;1218;262
289;2024-03-23;07:53:03.0000000;3111;749
290;2023-03-13;03:03:06.0000000;2512;228
291;2024-08-31;23:46:57.0000000;1761;402
292;2024-02-29;07:35:22.0000000;365;386
293;2022-08-19;11:41:03.0000000;400;101
294;2023-11-19;13:13:44.0000000;1965;757
295;2024-06-05;01:17:32.0000000;1026;333
296;2024-06-17;13:08:05.0000000;1581;524
297;2023-12-30;07:49:48.0000000;3097;466
298;2023-02-19;12:26:02.0000000;1360;49
299;2023-11-24;00:45:24.0000000;2970;141
300;2022-01-21;05:42:41.0000000;1081;406
301;2022-07-01;00:47:17.0000000;977;724
302;2022-03-26;04:44:42.0000000;494;1007
303;2023-07-14;23:39:51.0000000;664;418
304;2024-05-28;04:57:57.0000000;2068;879
305;2022-02-22;05:17:42.0000000;490;342
306;2022-06-20;00:03:47.0000000;2527;836
307;2023-01-09;14:50:26.0000000;557;430
308;2022-04-04;03:00:54.0000000;1873;748
309;2022-09-04;09:48:39.0000000;1713;492
310;2022-03-28;14:52:23.0000000;1938;119
311;2022-11-01;01:39:16.0000000;2730;74
312;2024-05-19;17:00:27.0000000;1023;389
313;2024-05-22;00:08:12.0000000;3235;354
314;2022-10-04;20:07:22.0000000;1839;978
315;2022-12-20;23:04:58.0000000;1491;756
316;2023-07-25;21:00:06.0000000;2320;335
317;2022-05-16;21:26:36.0000000;3404;630
318;2023-05-03;20:23:41.0000000;2080;933
319;2022-06-19;18:18:37.0000000;2208;441
320;2022-12-08;09:22:33.0000000;1353;79
321;2024-08-28;10:15:46.0000000;486;793
322;2024-06-17;16:13:25.0000000;2398;285
323;2022-08-15;00:31:24.0000000;2100;178
324;2022-01-21;03:16:00.0000000;237;283
325;2022-06-26;09:39:18.0000000;2112;361
326;2022-08-01;06:17:16.0000000;2319;305
327;2022-03-25;02:56:18.0000000;1903;176
328;2023-04-07;08:18:16.0000000;99;816
329;2022-12-24;18:47:09.0000000;3354;228
330;2023-02-05;16:46:53.0000000;902;415
331;2024-09-07;16:31:39.0000000;195;473
332;2022-09-06;07:37:21.0000000;2878;3
333;2023-06-10;03:58:18.0000000;256;368
334;2024-01-10;03:55:09.0000000;1943;995
335;2024-03-17;14:02:44.0000000;1684;349
336;2024-11-13;16:29:01.0000000;564;918
337;2024-06-10;15:15:02.0000000;1576;230
338;2022-12-28;11:31:06.0000000;1556;23
339;2023-09-01;23:21:05.0000000;2806;609
340;2024-10-29;06:36:27.0000000;2686;345
341;2022-11-03;22:31:53.0000000;741;113
342;2023-05-09;05:24:39.0000000;2176;214
343;2023-11-02;19:01:12.0000000;922;970
344;2023-12-08;13:53:02.0000000;103;484
345;2023-12-09;16:34:34.0000000;2768;289
346;2022-07-14;06:12:44.0000000;2188;417
347;2023-11-15;09:02:50.0000000;950;185
348;2022-11-15;06:06:02.0000000;1427;375
349;2023-07-09;22:14:47.0000000;782;908
350;2023-10-12;16:10:30.0000000;3325;920
351;2022-05-29;20:40:15.0000000;3147;606
352;2022-06-22;01:22:07.0000000;854;564
353;2024-09-24;06:51:17.0000000;2442;48
354;2024-06-16;17:29:13.0000000;2458;105
355;2022-05-29;10:32:29.0000000;3043;380
356;2022-01-18;12:16:48.0000000;1807;93
357;2023-02-27;02:23:42.0000000;899;325
358;2023-08-07;21:56:52.0000000;2073;278
359;2022-09-06;01:39:12.0000000;3351;879
360;2022-03-03;04:55:46.0000000;2375;997
361;2023-06-05;03:52:00.0000000;2764;549
362;2024-08-03;11:06:00.0000000;1246;831
363;2023-03-12;15:28:45.0000000;2145;566
364;2023-07-03;08:33:30.0000000;1240;568
365;2024-06-02;20:07:21.0000000;2290;294
366;2022-09-02;22:04:13.0000000;3021;101
367;2023-07-21;08:34:08.0000000;2790;775
368;2024-12-17;16:13:25.0000000;2040;30
369;2022-06-15;18:29:08.0000000;1420;227
370;2024-10-28;21:49:57.0000000;2158;854
371;2023-12-19;02:52:42.0000000;1715;325
372;2024-05-14;15:46:29.0000000;1238;917
373;2022-08-05;10:08:15.0000000;3100;453
374;2022-12-12;19:14:28.0000000;997;1009
375;2023-11-28;08:27:48.0000000;3522;690
376;2022-09-17;23:32:08.0000000;1906;889
377;2023-04-29;20:16:46.0000000;1700;1007
378;2024-01-28;01:08:52.0000000;2180;561
379;2024-12-15;23:55:03.0000000;1004;327
380;2023-11-09;09:53:21.0000000;1362;956
381;2024-05-18;03:47:27.0000000;1852;903
382;2022-10-01;21:04:42.0000000;2203;666
383;2023-04-23;20:42:19.0000000;1109;805
384;2023-07-08;17:27:19.0000000;2487;260
385;2023-03-27;04:49:46.0000000;3588;674
386;2024-12-17;04:30:26.0000000;3305;910
387;2024-04-12;19:55:45.0000000;2760;551
388;2024-08-01;00:37:02.0000000;1973;456
389;2024-10-28;17:53:26.0000000;1373;720
390;2022-10-17;07:39:09.0000000;72;632
391;2024-09-17;13:12:19.0000000;788;947
392;2022-05-17;18:52:25.0000000;3099;796
393;2022-03-23;10:36:42.0000000;1003;163
394;2022-10-04;23:25:44.0000000;847;202
395;2024-08-28;13:26:27.0000000;990;827
396;2024-03-13;21:25:08.0000000;3186;802
397;2024-02-29;08:15:46.0000000;1919;924
398;2022-06-07;07:11:41.0000000;1481;812
399;2022-05-17;14:27:35.0000000;1483;367
400;2023-03-27;02:59:05.0000000;2046;676
401;2023-03-20;14:09:40.0000000;3298;780
402;2024-10-06;11:05:08.0000000;3449;24
403;2024-01-08;08:35:24.0000000;842;829
404;2023-07-11;06:08:03.0000000;1705;988
405;2023-04-16;11:06:24.0000000;3549;761
406;2023-01-22;06:55:39.0000000;607;75
407;2023-07-08;22:49:46.0000000;2276;672
408;2024-05-08;13:02:46.0000000;2959;16
409;2024-03-03;04:21:10.0000000;634;896
410;2024-05-08;13:08:09.0000000;952;590
411;2022-02-24;16:01:46.0000000;3423;730
412;2022-10-08;16:01:12.0000000;2265;962
413;2022-07-22;20:55:34.0000000;3136;671
414;2022-11-29;09:25:44.0000000;2973;909
415;2024-08-27;00:05:24.0000000;699;78
416;2023-03-27;16:25:13.0000000;583;659
417;2023-02-26;13:14:17.0000000;763;901
418;2024-06-11;04:49:49.0000000;250;938
419;2024-12-02;05:23:25.0000000;3446;518
420;2022-07-30;18:29:49.0000000;3360;824
421;2024-02-29;03:31:12.0000000;36;51
422;2024-05-31;12:10:45.0000000;3461;543
423;2023-11-07;12:28:05.0000000;2906;259
424;2024-03-23;18:02:14.0000000;905;685
425;2023-12-26;09:30:35.0000000;1538;322
426;2022-08-04;04:22:53.0000000;2622;762
427;2024-09-27;14:13:16.0000000;1989;160
428;2022-04-27;01:22:17.0000000;37;845
429;2024-04-03;18:37:55.0000000;1694;571
430;2023-11-03;18:10:25.0000000;2178;90
431;2024-02-07;14:27:30.0000000;1184;995
432;2023-03-02;20:03:46.0000000;3340;74
433;2024-06-15;13:33:17.0000000;744;964
434;2023-03-09;04:28:05.0000000;404;358
435;2022-01-07;14:04:22.0000000;997;901
436;2023-03-03;10:36:49.0000000;2166;136
437;2022-05-24;17:00:21.0000000;1461;346
438;2024-01-27;00:45:04.0000000;1635;548
439;2023-05-05;14:20:47.0000000;1673;675
440;2022-12-11;06:38:03.0000000;1006;936
441;2022-01-01;17:26:47.0000000;2811;660
442;2024-02-11;18:41:11.0000000;3525;839
443;2022-10-04;06:10:21.0000000;1670;78
444;2024-06-26;11:51:55.0000000;2273;774
445;2024-06-02;19:14:53.0000000;2618;857
446;2023-03-06;02:54:29.0000000;711;493
447;2022-06-03;22:01:33.0000000;3472;307
448;2023-07-10;21:13:32.0000000;3222;577
449;2024-04-16;21:06:39.0000000;3524;15
450;2023-09-09;05:02:44.0000000;2173;974
451;2024-06-04;08:43:14.0000000;875;958
452;2022-04-05;21:06:34.0000000;1120;421
453;2024-09-15;20:52:20.0000000;314;602
454;2024-08-26;12:45:14.0000000;2234;745
455;2022-01-31;08:16:56.0000000;144;199
456;2022-04-14;01:15:49.0000000;3493;255
457;2023-06-08;22:51:41.0000000;858;324
458;2022-02-27;12:55:56.0000000;3091;990
459;2023-08-24;07:51:33.0000000;325;892
460;2023-04-08;06:21:28.0000000;2319;301
461;2023-09-09;07:05:45.0000000;3428;684
462;2024-05-26;23:46:40.0000000;2224;372
463;2024-02-25;01:42:19.0000000;3104;295
464;2022-01-21;18:00:57.0000000;2833;483
465;2023-09-14;20:32:01.0000000;3063;997
466;2022-04-06;21:30:28.0000000;410;861
467;2022-01-21;08:59:21.0000000;3445;274
468;2022-01-16;21:58:05.0000000;2488;651
469;2022-12-30;22:07:33.0000000;2449;851
470;2023-04-26;06:33:19.0000000;3178;442
471;2022-04-16;03:12:49.0000000;2607;711
472;2022-09-02;14:37:23.0000000;1855;111
473;2022-01-28;01:56:09.0000000;1467;93
474;2022-12-06;06:56:29.0000000;1547;161
475;2024-07-29;06:17:22.0000000;2794;859
476;2024-12-26;16:31:09.0000000;1566;248
477;2023-08-18;09:04:26.0000000;2543;936
478;2024-04-30;03:52:12.0000000;1019;295
479;2022-12-30;20:14:56.0000000;1107;604
480;2023-04-24;14:58:13.0000000;2925;615
481;2022-08-31;21:14:12.0000000;1605;58
482;2022-07-12;08:30:24.0000000;446;821
483;2022-11-14;22:53:11.0000000;1272;382
484;2022-02-06;15:47:23.0000000;3128;554
485;2023-10-09;12:30:55.0000000;552;578
486;2023-07-17;13:48:20.0000000;1775;747
487;2023-03-27;16:08:55.0000000;2282;523
488;2023-11-23;14:35:35.0000000;433;720
489;2023-11-22;01:40:52.0000000;1459;501
490;2022-09-03;00:23:09.0000000;2455;973
491;2023-06-07;23:49:40.0000000;1338;12
492;2023-10-30;21:44:57.0000000;1205;588
493;2023-10-16;08:16:42.0000000;3201;997
494;2022-07-10;05:47:02.0000000;2301;555
495;2022-07-18;01:20:22.0000000;2144;582
496;2024-08-24;20:32:41.0000000;1569;271
497;2023-07-26;15:00:33.0000000;1111;99
498;2024-06-21;08:25:19.0000000;2029;168
499;2023-09-01;17:22:48.0000000;694;161
500;2023-10-24;16:32:32.0000000;1734;745
501;2022-12-16;12:01:27.0000000;3215;345
502;2022-10-11;05:16:49.0000000;1040;409
503;2024-11-19;21:11:18.0000000;2570;405
504;2023-11-29;17:10:46.0000000;2535;620
505;2024-02-24;17:10:45.0000000;448;673
506;2022-02-11;19:56:50.0000000;37;337
507;2022-06-10;21:44:56.0000000;3457;930
508;2023-04-11;19:49:55.0000000;3303;799
509;2022-05-17;05:23:47.0000000;1381;167
510;2022-10-10;18:22:47.0000000;3383;212
511;2024-01-31;21:56:06.0000000;1240;190
512;2023-12-17;14:27:15.0000000;2857;657
513;2024-12-02;00:44:23.0000000;1296;17
514;2022-11-23;11:30:21.0000000;1641;177
515;2022-09-22;06:42:34.0000000;3020;341
516;2022-02-13;05:09:27.0000000;2368;683
517;2024-05-04;18:13:43.0000000;1550;194
518;2024-05-05;08:23:38.0000000;3228;364
519;2022-08-08;13:13:57.0000000;476;1011
520;2023-04-14;01:17:59.0000000;2435;193
521;2024-03-30;23:46:59.0000000;2802;238
522;2024-04-28;20:13:27.0000000;2988;698
523;2022-07-07;10:11:55.0000000;2911;654
524;2022-12-04;08:01:00.0000000;3277;637
525;2024-01-15;02:53:49.0000000;2847;269
526;2022-04-04;00:58:41.0000000;3482;338
527;2022-09-16;00:07:37.0000000;2055;600
528;2024-07-10;02:28:56.0000000;1250;28
529;2024-10-11;21:48:18.0000000;2707;436
530;2022-10-14;20:05:55.0000000;1743;682
531;2023-10-21;21:50:19.0000000;1849;378
532;2022-09-12;09:04:41.0000000;2394;760
533;2022-10-02;02:52:37.0000000;2085;847
534;2022-01-19;11:22:06.0000000;160;900
535;2024-01-02;13:19:41.0000000;3337;827
536;2023-07-20;13:31:56.0000000;2623;681
537;2023-01-17;01:02:13.0000000;3159;181
538;2022-03-16;17:14:22.0000000;2732;326
539;2022-06-26;02:03:31.0000000;2660;246
540;2023-04-08;00:04:00.0000000;2316;707
541;2022-03-31;06:04:22.0000000;3092;85
542;2024-12-12;01:12:45.0000000;3271;97
543;2023-10-23;10:15:36.0000000;53;896
544;2023-07-16;19:04:29.0000000;919;744
545;2024-04-26;07:23:59.0000000;2134;593
546;2022-06-23;14:28:26.0000000;2826;724
547;2022-01-07;14:48:02.0000000;1835;270
548;2023-09-09;16:47:33.0000000;1906;18
549;2023-02-19;13:11:21.0000000;2059;915
550;2023-08-13;18:56:40.0000000;110;958
551;2023-08-22;21:35:18.0000000;1220;484
552;2024-05-18;23:27:02.0000000;361;27
553;2024-06-18;18:47:11.0000000;3000;931
554;2024-06-22;21:52:23.0000000;1287;432
555;2024-10-31;00:13:24.0000000;3222;365
556;2022-09-09;05:20:22.0000000;1988;848
557;2024-03-21;18:57:19.0000000;409;893
558;2023-06-03;14:45:33.0000000;2863;250
559;2023-05-31;09:42:35.0000000;285;764
560;2024-04-30;02:20:43.0000000;3328;923
561;2023-03-14;11:47:13.0000000;3488;804
562;2022-03-20;18:10:51.0000000;457;272
563;2023-01-27;22:42:58.0000000;3043;13
564;2022-08-03;13:39:44.0000000;724;149
565;2024-03-18;07:16:07.0000000;1365;319
566;2024-07-26;06:44:38.0000000;1902;88
567;2024-07-08;06:53:39.0000000;1669;174
568;2024-01-15;15:20:56.0000000;2633;162
569;2023-06-05;00:03:48.0000000;129;520
570;2022-05-14;12:00:19.0000000;818;332
571;2022-10-20;21:58:37.0000000;1769;412
572;2023-11-12;23:32:05.0000000;2896;224
573;2023-03-28;00:20:47.0000000;1150;653
574;2023-08-05;18:03:54.0000000;426;417
575;2022-04-19;11:22:49.0000000;1508;820
576;2022-10-02;02:26:48.0000000;1884;528
577;2022-09-12;21:02:52.0000000;2757;36
578;2024-10-21;11:23:38.0000000;2627;687
579;2024-08-20;16:33:17.0000000;1601;168
580;2023-08-01;17:04:35.0000000;2414;903
581;2024-05-28;04:50:55.0000000;1451;188
582;2024-08-19;12:28:18.0000000;716;182
583;2022-11-27;15:15:32.0000000;2526;305
584;2024-04-06;17:29:47.0000000;2762;532
585;2023-07-01;15:03:24.0000000;492;399
586;2023-08-09;13:34:06.0000000;489;366
587;2024-04-06;11:51:27.0000000;2850;792
588;2022-01-16;04:53:45.0000000;1601;922
